ADM1_CODE,ADM1_NAME,ADM0_CODE,ADM0_NAME,CONTINEN_1,REGION_1,prec_2000,prec_2005,prec_2020,prec_2007,prec_2019,prec_2010,prec_2002,prec_2017,prec_2004,prec_2001,prec_2022,prec_2008,prec_2021,prec_2014,prec_2018,prec_2013,prec_2016,prec_2024,prec_2023,prec_2006,prec_2012,prec_2009,prec_2003,prec_2011,prec_2015
351.0,Bordj Bou Arrer,4.0,Algeria,Africa,Northern Africa,350.7614715189873,381.8909216772152,348.03488429588606,491.88894382911394,437.73130933544303,435.1549643987342,356.32100474683546,326.1243324762658,454.35477650316454,346.70272943037975,401.2509394778481,438.796875,418.91104628164555,398.2590486550633,448.8950751582278,492.24545094936707,377.79979232594934,313.26864121835445,353.26038370253167,408.06751878955697,428.0709058544304,470.1184731012658,546.0510779272151,482.6190664556962,401.0132515822785
352.0,Bouira,4.0,Algeria,Africa,Northern Africa,428.4295109463277,487.61917372881356,500.3973781779661,665.5626765536723,574.7287252824859,598.1532485875706,474.8992319915254,544.6611935028249,589.2246645480226,457.345956920904,543.5289548022599,573.7258121468926,561.2709657485875,584.8815324858757,654.5587923728814,738.833686440678,588.4450918079096,465.4194915254237,517.456479519774,567.2134092514125,574.7392302259886,650.74885240113,703.5251588983051,689.9073093220339,521.9639389124294
353.0,Boumerdes,4.0,Algeria,Africa,Northern Africa,495.15931919642856,636.8468191964286,643.3500279017857,917.7451171875,702.75244140625,870.1128627232143,675.2386997767857,783.8984375,769.5348772321429,624.8189174107143,603.7741350446429,794.1061662946429,706.4094587053571,846.8161969866071,897.3122907366071,1009.5563616071429,792.3204520089286,616.029296875,704.0578962053571,695.64794921875,720.509765625,892.0394112723214,924.3872767857143,914.8037806919643,637.8622349330357
354.0,Chlef,4.0,Algeria,Africa,Northern Africa,322.3410203313253,339.7055958207831,294.4583960843373,491.6281061746988,349.3370434864458,466.35288027108436,314.6352833207831,344.8950489457831,409.87876506024094,332.42587537650604,320.3180064006024,475.71743222891564,319.1309770331325,506.98211596385545,545.8590926204819,498.25856551204816,399.8734939759036,248.96514966114458,270.3350197665663,413.3070406626506,475.2856268825301,443.8148531626506,459.5903614457831,478.0266378012048,316.87372929216866
355.0,Constantine,4.0,Algeria,Africa,Northern Africa,522.6806747939561,522.6168011675824,510.9368131868132,656.9512791895604,715.1945398351648,659.2134701236264,577.7291380494505,451.6714028159341,862.1390796703297,564.9792239010989,440.2623626373626,529.5402644230769,442.09229052197804,567.7976476648352,563.2533482142857,692.6151270604396,511.0121050824176,439.90882554945057,546.8058464972528,664.9318337912088,557.4090831043956,764.1450892857143,821.7577266483516,689.2254464285714,594.9433379120879
356.0,Djelfa,4.0,Algeria,Africa,Northern Africa,170.0089162391476,201.0741910023678,185.08035714285714,253.85186464088397,204.77616910023679,256.47119179163377,181.37851470007894,185.88776391081294,270.51213496448304,203.87049871744279,235.6301548934491,263.32670678768744,208.80571724546172,223.05438535911603,291.2421320047356,244.21926795580112,196.30313979873716,180.03974694159433,162.07279745461722,281.5844021310182,252.16766969218628,303.1353097868982,264.1903364246251,284.0762628255722,204.19166831097078
357.0,El Bayadh,4.0,Algeria,Africa,Northern Africa,123.53890653357531,158.64029038112523,143.78880444646097,150.3798434664247,145.2844600725953,174.51007259528131,140.8578266787659,129.8519283121597,161.07030399274046,114.00537658802178,132.72610027223232,245.5638384754991,130.7382940108893,170.84171960072595,183.1967105263158,144.97050816696915,161.9521551724138,140.67134754990926,110.16120689655172,195.97776769509983,222.06946460980035,185.1668670598911,190.99764065335754,199.6453720508167,146.9690449183303
360.0,Ghardaia,4.0,Algeria,Africa,Northern Africa,49.04962429555417,52.252240529117095,50.817543636505945,45.98277042892924,61.16716891045711,50.925000978396994,53.79966832341891,61.75543010331872,77.44987672197871,44.61443820444583,48.04667932060113,73.38912316061365,61.8922735989355,50.82576706324358,61.814402982154036,52.73443370381966,53.4420837899186,57.83478299154665,40.30852281621791,64.8247739902943,64.02310484502192,69.84300641828429,56.345511114589854,63.73040270820288,50.18313634940513
361.0,Guelma,4.0,Algeria,Africa,Northern Africa,521.3880384290541,537.7528505067568,560.8988070101351,646.3335620777027,803.2345861486486,668.8777449324324,583.9865392736486,484.94140625,770.7925464527027,564.166332347973,431.75021114864865,522.1351351351351,484.0370565878378,631.6397804054054,556.8875633445946,666.988597972973,505.2216005067568,462.57347972972974,589.1975295608108,644.4968855574324,575.0401182432432,813.2619298986486,791.9739231418919,715.3346706081081,657.3205236486486
816.0,Centre,45.0,Cameroon,Africa,Central Africa,1738.4642697632871,1656.3399955337204,1840.5625279142475,1810.2927646270657,1679.4976552032158,1754.322130415364,1823.0231129968736,1577.4917373827602,1742.934010719071,1484.11065207682,1509.861880303707,1659.2677534613667,1643.2791424743189,1585.8530594015185,1672.7081286288521,1788.8378740509156,1653.02054488611,1517.5655426529702,1709.868021438142,1805.258597588209,1604.1509602501117,1725.2239839213935,1567.6357748995088,1726.8173291648056,1512.1547565877624
817.0,Est,45.0,Cameroon,Africa,Central Africa,1770.8678821879382,1547.9036465638148,1495.5576437587658,1531.497615708275,1545.996633941094,1607.4844319775596,1566.1876577840112,1586.3514726507715,1528.4047685834503,1479.732538569425,1525.8636746143056,1608.3235624123422,1609.2200561009818,1511.288920056101,1581.1388499298737,1729.4123422159887,1642.6218793828891,1365.651332398317,1766.633941093969,1612.2475455820477,1591.0065918653577,1567.332959326788,1555.1085553997195,1545.6511921458625,1410.4008415147266
818.0,Extrralme - Nord,45.0,Cameroon,Africa,Central Africa,722.6733005366726,684.8430232558139,862.9493515205725,682.4248658318426,943.6205277280859,736.1353980322003,596.0879919499106,719.9617620751342,622.4339221824687,774.1027504472272,842.1121422182468,721.433698568873,638.4795952593918,503.6736359570662,726.0867620751342,566.0804449910554,799.489378354204,907.5940854203935,780.4841793381038,790.7385398032201,802.694320214669,612.0462880143112,737.3046735241503,657.6347271914133,791.5737924865832
819.0,Littoral,45.0,Cameroon,Africa,Central Africa,2436.5963901689706,2477.7999231950844,2863.77534562212,3033.949692780338,2675.7932027649767,2736.4700460829495,2807.6862519201227,2260.6916282642087,2620.33698156682,2200.7596006144395,2241.043394777266,2486.44777265745,2312.3254608294933,2268.809139784946,2337.8746159754223,2443.1501536098312,2509.1495775729645,2300.1714669738863,2157.771505376344,2934.356374807988,2207.5320660522275,2407.2634408602153,2377.0808371735793,2516.1574500768047,1939.7250384024578
